ts,iso,port,address,kind,name,value,unit,extra
1758498130.483,2025-09-22 01:42:10,/dev/ttyUSB1,5,measure,fMeasure,10.00024,,39 samples
1758498190.683,2025-09-22 01:43:10,/dev/ttyUSB1,5,measure,fMeasure,9.99981,,40 samples
1758498250.882,2025-09-22 01:44:10,/dev/ttyUSB1,5,measure,fMeasure,10.00024,,36 samples
1758498310.882,2025-09-22 01:45:10,/dev/ttyUSB1,5,measure,fMeasure,9.99931,,45 samples
1758498370.883,2025-09-22 01:46:10,/dev/ttyUSB1,5,measure,fMeasure,10.00015,,45 samples
1758498431.082,2025-09-22 01:47:11,/dev/ttyUSB1,5,measure,fMeasure,9.99889,,45 samples
1758498491.082,2025-09-22 01:48:11,/dev/ttyUSB1,5,measure,fMeasure,9.99945,,55 samples
1758498551.083,2025-09-22 01:49:11,/dev/ttyUSB1,5,measure,fMeasure,10.00059,,57 samples
1758498611.083,2025-09-22 01:50:11,/dev/ttyUSB1,5,measure,fMeasure,10.00048,,51 samples
1758498671.283,2025-09-22 01:51:11,/dev/ttyUSB1,5,measure,fMeasure,9.99938,,54 samples
1758498731.482,2025-09-22 01:52:11,/dev/ttyUSB1,5,measure,fMeasure,9.99996,,44 samples
1758498791.683,2025-09-22 01:53:11,/dev/ttyUSB1,5,measure,fMeasure,10.00030,,51 samples
1758498851.883,2025-09-22 01:54:11,/dev/ttyUSB1,5,measure,fMeasure,9.99966,,47 samples
1758498911.883,2025-09-22 01:55:11,/dev/ttyUSB1,5,measure,fMeasure,10.00026,,43 samples
1758498972.082,2025-09-22 01:56:12,/dev/ttyUSB1,5,measure,fMeasure,10.00045,,32 samples
1758499032.083,2025-09-22 01:57:12,/dev/ttyUSB1,5,measure,fMeasure,10.00012,,62 samples
1758499092.282,2025-09-22 01:58:12,/dev/ttyUSB1,5,measure,fMeasure,9.99980,,51 samples
1758499152.482,2025-09-22 01:59:12,/dev/ttyUSB1,5,measure,fMeasure,9.99985,,47 samples
1758499212.682,2025-09-22 02:00:12,/dev/ttyUSB1,5,measure,fMeasure,10.00055,,49 samples
1758499272.683,2025-09-22 02:01:12,/dev/ttyUSB1,5,measure,fMeasure,9.99994,,49 samples
1758499332.882,2025-09-22 02:02:12,/dev/ttyUSB1,5,measure,fMeasure,9.99987,,45 samples
1758499392.883,2025-09-22 02:03:12,/dev/ttyUSB1,5,measure,fMeasure,10.00072,,48 samples
1758499453.083,2025-09-22 02:04:13,/dev/ttyUSB1,5,measure,fMeasure,10.00014,,46 samples
1758499513.283,2025-09-22 02:05:13,/dev/ttyUSB1,5,measure,fMeasure,9.99969,,65 samples
1758499573.483,2025-09-22 02:06:13,/dev/ttyUSB1,5,measure,fMeasure,9.99941,,49 samples
1758499633.682,2025-09-22 02:07:13,/dev/ttyUSB1,5,measure,fMeasure,10.00032,,42 samples
1758499693.683,2025-09-22 02:08:13,/dev/ttyUSB1,5,measure,fMeasure,9.99887,,50 samples
1758499753.683,2025-09-22 02:09:13,/dev/ttyUSB1,5,measure,fMeasure,9.99992,,50 samples
1758499813.882,2025-09-22 02:10:13,/dev/ttyUSB1,5,measure,fMeasure,10.00009,,51 samples
1758499874.083,2025-09-22 02:11:14,/dev/ttyUSB1,5,measure,fMeasure,10.00032,,44 samples
1758499934.083,2025-09-22 02:12:14,/dev/ttyUSB1,5,measure,fMeasure,10.00003,,38 samples
1758499994.283,2025-09-22 02:13:14,/dev/ttyUSB1,5,measure,fMeasure,10.00003,,50 samples
1758500054.483,2025-09-22 02:14:14,/dev/ttyUSB1,5,measure,fMeasure,9.99974,,38 samples
1758500114.683,2025-09-22 02:15:14,/dev/ttyUSB1,5,measure,fMeasure,10.00002,,43 samples
1758500174.883,2025-09-22 02:16:14,/dev/ttyUSB1,5,measure,fMeasure,9.99991,,41 samples
1758500235.083,2025-09-22 02:17:15,/dev/ttyUSB1,5,measure,fMeasure,10.00011,,41 samples
1758500295.283,2025-09-22 02:18:15,/dev/ttyUSB1,5,measure,fMeasure,10.00053,,31 samples
1758500355.283,2025-09-22 02:19:15,/dev/ttyUSB1,5,measure,fMeasure,9.99992,,34 samples
1758500415.482,2025-09-22 02:20:15,/dev/ttyUSB1,5,measure,fMeasure,9.99949,,48 samples
1758500475.483,2025-09-22 02:21:15,/dev/ttyUSB1,5,measure,fMeasure,10.00028,,62 samples
1758500535.483,2025-09-22 02:22:15,/dev/ttyUSB1,5,measure,fMeasure,9.99988,,42 samples
1758500595.483,2025-09-22 02:23:15,/dev/ttyUSB1,5,measure,fMeasure,9.99950,,44 samples
1758500655.683,2025-09-22 02:24:15,/dev/ttyUSB1,5,measure,fMeasure,10.00016,,56 samples
1758500715.882,2025-09-22 02:25:15,/dev/ttyUSB1,5,measure,fMeasure,10.00045,,41 samples
1758500775.883,2025-09-22 02:26:15,/dev/ttyUSB1,5,measure,fMeasure,10.00015,,62 samples
1758500836.083,2025-09-22 02:27:16,/dev/ttyUSB1,5,measure,fMeasure,9.99993,,57 samples
1758500896.083,2025-09-22 02:28:16,/dev/ttyUSB1,5,measure,fMeasure,9.99973,,42 samples
1758500956.283,2025-09-22 02:29:16,/dev/ttyUSB1,5,measure,fMeasure,9.99944,,46 samples
1758501016.482,2025-09-22 02:30:16,/dev/ttyUSB1,5,measure,fMeasure,9.99949,,41 samples
1758501076.682,2025-09-22 02:31:16,/dev/ttyUSB1,5,measure,fMeasure,9.99938,,56 samples
1758501136.683,2025-09-22 02:32:16,/dev/ttyUSB1,5,measure,fMeasure,9.99983,,52 samples
1758501196.884,2025-09-22 02:33:16,/dev/ttyUSB1,5,measure,fMeasure,9.99982,,50 samples
1758501257.082,2025-09-22 02:34:17,/dev/ttyUSB1,5,measure,fMeasure,10.00092,,46 samples
1758501317.083,2025-09-22 02:35:17,/dev/ttyUSB1,5,measure,fMeasure,10.00038,,54 samples
1758501377.083,2025-09-22 02:36:17,/dev/ttyUSB1,5,measure,fMeasure,9.99963,,48 samples
1758501437.283,2025-09-22 02:37:17,/dev/ttyUSB1,5,measure,fMeasure,10.00048,,60 samples
1758501497.283,2025-09-22 02:38:17,/dev/ttyUSB1,5,measure,fMeasure,10.00016,,51 samples
1758501557.483,2025-09-22 02:39:17,/dev/ttyUSB1,5,measure,fMeasure,10.00016,,50 samples
1758501617.683,2025-09-22 02:40:17,/dev/ttyUSB1,5,measure,fMeasure,10.00045,,49 samples
1758501677.883,2025-09-22 02:41:17,/dev/ttyUSB1,5,measure,fMeasure,9.99947,,44 samples
1758501738.083,2025-09-22 02:42:18,/dev/ttyUSB1,5,measure,fMeasure,10.00092,,62 samples
1758501798.283,2025-09-22 02:43:18,/dev/ttyUSB1,5,measure,fMeasure,10.00001,,37 samples
1758501858.482,2025-09-22 02:44:18,/dev/ttyUSB1,5,measure,fMeasure,10.00053,,54 samples
1758501918.483,2025-09-22 02:45:18,/dev/ttyUSB1,5,measure,fMeasure,9.99972,,56 samples
1758501978.683,2025-09-22 02:46:18,/dev/ttyUSB1,5,measure,fMeasure,10.00063,,53 samples
1758502038.883,2025-09-22 02:47:18,/dev/ttyUSB1,5,measure,fMeasure,10.00028,,60 samples
1758502099.083,2025-09-22 02:48:19,/dev/ttyUSB1,5,measure,fMeasure,10.00024,,51 samples
